URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
31,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,50,23,0.3698630086320136,0.08229988716764387,51.411764705882355,22.54004576659039,29.580724188989098,51.411764705882355,394,887,1.8037757437070938,5,5.251144164759725
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,61,32,0.3118279536362586,0.09548254610320067,56.5,25.608407079646017,32.84336283185841,56.5,463,974,1.898783185840708,5,5.714601769911504
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,58,38,0.20833333116319447,0.1641025638220469,89.3125,17.704688593421974,42.806875437368795,89.3125,253,585,1.622113365990203,5,4.913226032190343
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65,37,0.27450980123029606,0.12200956923204596,66.1923076923077,24.11388727484021,36.12247798685916,66.1923076923077,415,836,1.852992446252179,5,5.447995351539802
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,64,28,0.3913043435727789,0.13876319737743106,57.689655172413794,16.078900179318588,29.507422140692952,57.689655172413794,269,663,1.6144650328750747,5,4.846981470412433
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,56,25,0.3827160446578266,0.10062111788742718,60.689655172413794,19.318181818181817,32.00313479623824,60.689655172413794,340,805,1.69375,5,5.15
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,41,22,0.30158729680020163,0.10787671214404673,87.8,18.526955201214882,42.53078208048595,87.8,244,584,1.6704631738800304,5,5.0842824601366745
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,22,11,0.33333332323232356,0.09510086427924823,107.85714285714286,22.119205298013245,51.99053926206244,107.85714285714286,167,347,1.7165562913907284,5,5.15364238410596
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,32,13,0.4222222128395064,0.13235294078719723,106.28571428571429,14.78494623655914,48.428264208909376,106.28571428571429,110,340,1.564516129032258,5,4.94489247311828
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,61,33,0.2978723372566773,0.09999999989361702,80.48148148148148,19.46617579383341,39.97906291012596,80.48148148148148,423,940,1.6976530142659918,5,4.985734008283479
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47,57,-0.09615384522928995,0.10368893309702001,90.68181818181819,18.947368421052634,43.85167464114833,90.68181818181819,378,1003,1.7228070175438597,5,5.213533834586467
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,33,24,0.1578947340720222,0.0945273630273178,38.125,24.262295081967213,24.954918032786885,38.125,296,603,1.8352459016393443,5,5.536885245901639
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,29,27,0.03571428507653063,0.09225700149545799,65.63157894736842,19.0056134723336,33.854876967880806,65.63157894736842,237,607,1.6848436246992782,5,5.089013632718524
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,58,24,0.4146341412849495,0.12220566300714507,52.03030303030303,17.53057658707047,27.8243518469494,52.03030303030303,301,671,1.6418171228887595,5,4.917297612114153
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,0.999999958333335,0.09195402263619148,74.71428571428571,22.753346080305928,38.98705271783666,74.71428571428571,119,261,1.8355640535372848,5,5.544933078393881
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,74,39,0.3097345105333229,0.156293222467091,609.0,15.270935960591133,249.70837438423646,609.0,279,723,1.578544061302682,5,4.8319649698960045
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,23,0,0.999999956521741,0.04925053522644425,28.676470588235293,22.46153846153846,20.455203619909504,28.676470588235293,219,467,1.7343589743589745,5,5.251282051282051
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.47368418559556913,0.049999999868421054,32.30434782608695,25.97577388963661,23.31204868628943,32.30434782608695,193,380,1.8775235531628534,5,5.528936742934051
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.044303797187950654,37.666666666666664,24.188790560471976,24.74218289085546,37.666666666666664,82,158,1.8820058997050146,5,5.539823008849558
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,68,-0.49450548907136826,0.13704819256468645,73.52631578947368,18.96921975662133,36.99821421843801,73.52631578947368,265,664,1.7050823192555475,5,5.166070150322119
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,38,0.19999999789473688,0.1230569946592526,78.32,17.62002042900919,38.37600817160367,78.32,345,772,1.63585291113381,5,4.919305413687436
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344008265,0.13017751440775882,38.5,19.76911976911977,23.307647907647908,38.5,137,338,1.7445887445887447,5,5.204906204906205
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25,9,0.47058822145328766,0.06093189953238011,55.19047619047619,15.703192407247627,28.35746743908953,55.19047619047619,182,558,1.6074201898188094,5,4.91458153580673
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.21739129489603065,0.14197530776558454,81.2,16.748768472906402,39.179507389162566,81.2,68,162,1.7019704433497538,5,5.300492610837439
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.9999997500000625,0.040816326114119124,59.666666666666664,24.581005586592177,33.69906890130354,59.666666666666664,44,98,1.9273743016759777,5,5.698324022346369
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.4285713673469475,0.0769230760777684,50.0,16.0,26.400000000000002,50.0,32,91,1.665,5,5.19
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,47,18,0.44615383928994096,0.1039999998336,84.07142857142857,25.74341546304163,43.92593761378808,84.07142857142857,303,625,1.9124893797790994,5,5.717077315208156
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,18,-0.4399999824000007,0.09960159322867891,563.0,16.873889875666073,231.94955595026647,563.0,95,251,1.6341030195381883,5,5.0550621669627
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,24,0.0943396208615166,0.08307210018327257,98.6,16.43002028397566,46.01200811359027,98.6,243,638,1.6010818120351589,5,4.887762001352265
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.6249999804687506,0.1767955791337261,162.33333333333334,18.069815195071868,72.16125941136208,162.33333333333334,88,181,1.5790554414784395,5,4.839835728952772
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,31,12,0.44186045484045455,0.02636419373000356,14.874439461883409,17.787157069641243,13.064638612609862,14.874439461883409,590,1631,1.644859813084112,5,5.106421465179379
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,68,-0.40206185152513557,0.11771844645907956,117.53846153846153,24.86910994764398,56.963028594442214,117.53846153846153,380,824,1.8789267015706805,5,5.567408376963351
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,46,15,0.5081967129803818,0.075308641882335,45.64102564102564,18.764044943820224,25.762028233938352,45.64102564102564,334,810,1.6696629213483145,5,5.124157303370787
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,14,41,-0.4909090819834713,0.12008733598234206,54.666666666666664,17.88617886178862,29.021138211382112,54.666666666666664,176,458,1.6961382113821137,5,5.1016260162601625
